CNS,COD_IDENTIFICACAO_UNICA,DAT_INSTALACAO,DSC_BAIRRO_SERVENTIA,DSC_CEP_SERVENTIA,DSC_COMPLEMENTO,DSC_DENOMINACAO_SERVENTIA,DSC_DISTRITO,DSC_EMAIL_SERVENTIA,DSC_END_SERVENTIA,DSC_SUB_DISTRITO,DS_CIDADE,FLG_STATUS,IND_TIPO_SITUACAO,IND_UF,NUM_CNPJ_SERVENTIA,NUM_FAX_SERVENTIA,SEQ_DADOS_SERVENTIA,atribuicoes,cidade,cidade_id,decisao_atual,estado,estado_id,estado_sigla,num_telefone_serventia,num_telefone_serventia_2,responsavel
09.693-3,096933,1974-07-01,CENTRO,90020008,,2º TABELIONATO DE PROTESTOS,,jff@2tab.not.br,"RUA DOS ANDRADAS, 1234 - 4º ANDAR",,PORTO ALEGRE,1,0,RS,04438173000147,2147483647,10714,Protesto de Títulos,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5130273500,,JOÃO FIGUEIREDO FERREIRA
09.744-4,097444,1985-12-11,Tristeza,91910001,,Décimo Primeiro Tabelionato Porto Alegre,,joao.moreira@tj.rs.gov.br,"avenida Otto Niemeyer, 647",,PORTO ALEGRE,1,0,RS,03007408000183,,10922,Notas,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132687388,,JOãO JOSé PEREIRA MOREIRA
09.680-0,096800,1772-02-16,centro,90010001,,2o. Tabelionato de Notas,,tabelionato@segundotabelionato.com.br,"Rua Siqueira Campos, 1245",,PORTO ALEGRE,1,0,RS,06954458000166,2147483647,10948,Notas,Porto Alegre,4927,VAGO,Rio Grande do Sul,23,RS,5121313000,,JACY FRANCO MOREIRA IBIAS
10.240-0,102400,1946-10-01,Floresta,90550005,,Sexto Tabelionato de Notas - Porto Alegre,,sextotab@terra.com.br,"Av. Benjamin Constant, 1921",,PORTO ALEGRE,1,0,RS,89520662000104,2147483647,11821,Notas,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5133435054,,ALBERTO CARVALHO
09.661-0,096610,1972-01-02,PASSO D AREIA,91010005,,10º TABELIONATO DE NOTAS DE PORTO ALEGRE - RS,,carlinhos@tabelionatopresser.com.br,"AVENIDA ASSIS BRASIL, 1795",,PORTO ALEGRE,1,0,RS,87380564000185,5133451766,12033,Notas,Porto Alegre,4927,VAGO,Rio Grande do Sul,23,RS,5133411998,,CARLOS CASSES PRESSER
13.855-2,138552,2008-09-24,Centro,90010210,Sala 702,3º Serviço de Registro de Títulos e Documentos e Registro Civil das Pessoas Jurídicas,,terceiro.rtdpj.poa@hotmail.com,"Rua General Andrade Neves, 14 Sala 702",,PORTO ALEGRE,1,0,RS,10376530000192,,13983,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5130299296,,MARCO ANTONIO DA SILVA DOMINGUES
06.183-8,061838,2006-07-07,Santo Antônio,79100005,,3º SERVIÇO DE REGISTRO CIVIL DA 3ª CIRCUNSCRIÇÃO,,cartoriorc3campogrande@uol.com.br,"Av. Júlio de Castilho, 2375 - 1º Andar",,CAMPO GRANDE,1,0,MS,08075096000169,,4698,Registro Civil das Pessoas Naturais,Campo Grande,5118,PROVIDO,Mato Grosso do Sul,24,MS,6733642632,,LYUZO TAKAYA
06.174-7,061747,2006-07-05,Centro,79002371,,2º TABELIONATO DE PROTESTO,,cartorio@cartoriogoes.com.br,"Rua Pedro Celestino, 949",,CAMPO GRANDE,1,0,MS,08035942000117,,4738,Protesto de Títulos,Campo Grande,5118,PROVIDO,Mato Grosso do Sul,24,MS,6733838333,,RICARDO GÓES
06.251-3,062513,1959-10-20,CENTRO,79125000,,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE ANHANDUI,ANHANDUI,cartorioanhandui@gmail.com,RUA VIA LATERAL Nº 2591,,CAMPO GRANDE,1,1,MS,23479103000181,,5263,Notas -> Registro Civil das Pessoas Naturais,Campo Grande,5118,PROVIDO,Mato Grosso do Sul,24,MS,6732271576,67981398022,PRISCILA PAPASIDERO
06.191-1,061911,1960-12-29,Centro,79002140,,6º Serviço Notarial,,izaias@tabelionatoferro.com.br,"Rua 15 de Novembro, nº 428",,CAMPO GRANDE,1,0,MS,15452139000143,6733827090,5269,Notas,Campo Grande,5118,PROVIDO,Mato Grosso do Sul,24,MS,6733822590,,IZAíAS GOMES FERRO
06.185-3,061853,1926-08-31,centro,79002356,,3º Serviço Notarial e Tabelionato de Protesto,,cartoriopedra@uol.com.br,rua 13 de maio n.º 2932,,CAMPO GRANDE,0,0,MS,15452279000111,2147483647,5295,Notas -> Protesto de Títulos,Campo Grande,5118,EXCLUÍDO DA RELAÇÃO ORIGINÁRIA,Mato Grosso do Sul,24,MS,6733844901,,Paulo Francisco Coimbra Pedra
06.290-1,062901,1893-01-01,Centro,79002141,,2º Serviço Notarial e de Registro Civil das Pessoas Naturais e de Interdições e Tutelas da 1ª Circunscrição,,cartorio2oficio@donini.net.br,"RUA QUINZE DE NOVEMBRO, 940 - CENTRO",,CAMPO GRANDE,1,0,MS,23450459000192,,5362,Registro de Interdições e Tutelas -> Notas -> Registro Civil das Pessoas Naturais,Campo Grande,5118,PROVIDO,Mato Grosso do Sul,24,MS,6730430007,,RICARDO KLING DONINI
06.246-3,062463,1912-01-18,CENTRO,79002200,,4º SERVIÇO NOTARIAL E DE REGISTRO DE TÍTULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURÍDICAS DA COMARCA DE CAMPO GRANDE/MS,,contato@4oficio.net.br,"RUA MARECHAL RONDON, 1616",,CAMPO GRANDE,1,0,MS,23702924000135,,5613,Notas -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Campo Grande,5118,PROVIDO,Mato Grosso do Sul,24,MS,6730224400,6781274442,ALEXANDRE SCIGLIANO VALERIO
06.200-0,062000,1965-05-22,AMAMBAÍ,79008050,,9º SERVIÇO NOTARIAL E DE REGISTRO CIVIL - 2ª CIRCUNSCRIÇÃO,,cartorio@9oficiocg.com.br,"AV. JOÃO ROSA PIRES, 938",,CAMPO GRANDE,1,0,MS,15444078000172,6733214022,6223,Notas -> Registro Civil das Pessoas Naturais,Campo Grande,5118,PROVIDO,Mato Grosso do Sul,24,MS,6733210169,6733214022,LUCAS VINÍCIUS CASSIANO ZAMPERLINI
06.199-4,061994,1905-01-01,Centro,79002175,,REGISTRO DE IMÓVEIS DA 1ª CIRCUNSCRIÇÃO,,cartorio1oficio@uol.com.br,Barão do Rio Branco 1079,,CAMPO GRANDE,0,0,MS,15452170000184,6733823627,8254,Registro de Imóveis,Campo Grande,5118,VAGO - SUB JUDICE,Mato Grosso do Sul,24,MS,6733211828,,PAULO ANTONIO SERRA DA CRUZ
06.198-6,061986,1964-04-28,CENTRO,79002141,,7º SERVIÇO NOTARIAL E DE REGISTRO DE IMOVIEIS DA 2ª CIRCUNSCRIÇÃO,,setimoficio@gmail.com,"RUA 15 DE NOVEMBRO, 940",,CAMPO GRANDE,0,1,MS,15452204000130,2147483647,8268,Notas -> Registro de Imóveis,Campo Grande,5118,EXCLUÍDO DA RELAÇÃO ORIGINÁRIA,Mato Grosso do Sul,24,MS,6733841404,,CARLOS ROBERTO TAVEIRA
06.192-9,061929,1966-01-27,Centro,79002205,,8º SERVIÇO NOTARIAL,,tabelia@oitavocartorio.com.br,"Rua Marechal Cândido Mariano Rondon, n° 1.797",,CAMPO GRANDE,1,0,MS,15452188000186,,8271,Notas,Campo Grande,5118,PROVIDO,Mato Grosso do Sul,24,MS,6733842714,,DÉBORA CATIZANE DE OLIVEIRA
06.190-3,061903,1941-08-25,CENTRO,79002185,,5º Tabelionato 3ª CRI Campo Grande-MS,,hilda@5oficio.com.br,"Rua Dom Aquino, 1293",,CAMPO GRANDE,0,0,MS,15452154000191,2147483647,8351,Registro de Imóveis -> Notas,Campo Grande,5118,VAGO - SUB JUDICE,Mato Grosso do Sul,24,MS,6799381998,,GISELE SERRA BARBOSA
06.236-4,062364,1985-08-05,Centro,79002140,,1º TABELIONATO DE PROTESTO,,cartorio@1protestodecampogrande.com.br,"Rua 7 de setembro,n.1014",,CAMPO GRANDE,1,0,MS,73618977000140,6733844051,11610,Protesto de Títulos,Campo Grande,5118,PROVIDO,Mato Grosso do Sul,24,MS,6733827598,,JOANNA DARC DE PAULA
15.431-0,154310,2012-02-09,centro,79002220,,3º Serviço Notarial,,elyayache@gmail.com,rua antonio maria coelho 1492,,CAMPO GRANDE,1,0,MS,15034277000102,2147483647,15448,Notas,Campo Grande,5118,PROVIDO,Mato Grosso do Sul,24,MS,6730272333,,ELY AYACHE
15.432-8,154328,2012-02-15,Jardim Monte Libano,79004440,,3º Tabelionato de Protesto de Títulos,,3protestocg@gmail.com,"Rua Rui Barbosa, 616",,CAMPO GRANDE,1,0,MS,15011504000184,6730437060,15449,Protesto de Títulos,Campo Grande,5118,VAGO,Mato Grosso do Sul,24,MS,6733062743,6733062744,DIEGO SANTOS SILVEIRA
15.433-6,154336,2012-02-13,centro,79002361,(entre a rua Dom Aquino e a rua Barão do Rio Branco),7º Serviço Notarial,,7oficiozonta@gmail.com,"Rua Rui Barbosa, n. 2797",,CAMPO GRANDE,1,0,MS,14972500000108,6733830707,15450,Notas,Campo Grande,5118,PROVIDO,Mato Grosso do Sul,24,MS,6733830707,,FÁBIO ZONTA PEREIRA
15.434-4,154344,2012-02-09,Centro,79002232,,Serviço de Registro de Imóveis da 2ª Circunscrição,,2ricampogrande@gmail.com,Av Mato Grosso nº 785,,CAMPO GRANDE,1,0,MS,15011228000154,,15451,Registro de Imóveis,Campo Grande,5118,PROVIDO,Mato Grosso do Sul,24,MS,6730419600,6782100666,JUAN PABLO CORREA GOSSWEILER
06.348-7,063487,1742-03-29,Centro,78005370,,Cartório do 1º Ofício de CuiabáMT,,gloriabertoli@primeirooficio.com.br,Av.Getulio Vargas nº 141,,CUIABA,1,0,MT,22989579168,30529054,97,Notas -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Cuiabá,5214,PROVIDO,Mato Grosso,25,MT,6530528609,65992236426,GLóRIA ALICE FERREIRA BERTOLI
06.367-7,063677,1821-01-25,Santa Helena,78005505,,Cartorio do 2º Oficio de Cuiabá-MT,,atendimento@2ofcba.com.br,"Av. Marechal Deodoro, 330",,CUIABA,1,0,MT,15037567000100,6530514250,177,Registro de Imóveis -> Notas,Cuiabá,5214,VAGO - SUB JUDICE,Mato Grosso,25,MT,6530524232,,REGINA MARIA TEIXEIRA COELHO
06.376-8,063768,1929-11-09,CENTRO,78005170,,Cartório do 4º Ofício de Cuiaba,,atendimento@protestocuiaba.com.br,RUA CAMPO GRANDE 533,,CUIABA,1,0,MT,03935020000142,6536240099,429,Notas -> Protesto de Títulos,Cuiabá,5214,VAGO,Mato Grosso,25,MT,6536249999,,OTHILIA ALZITA PEREIRA DA SILVA MOLINA
06.375-0,063750,1877-11-23,CENTRO,78005300,,Cartório do 3º Ofício de Cuiabá,,cart3of@terra.com.br,RUA BARÃO DE MELGAÇO Nº 3758,,CUIABA,1,0,MT,15084981000170,2147483647,545,Registro Civil das Pessoas Naturais -> Notas,Cuiabá,5214,VAGO,Mato Grosso,25,MT,6530520466,,ABADIA DE BARROS MACIEL LEMOS DOS SANTOS
06.537-5,065375,1930-01-01,Vista Alegre,78085712,Coxipó da Ponte,Cartório de Paz e Notas de Coxipó da Ponte,Coxipó da Ponte,cartorioxavier@uol.com.br,"Rua João Batista S. de Oliveira (Antiga Rua Itaparica), nº 26",,CUIABA,1,0,MT,15081771000128,,873,Notas -> Registro Civil das Pessoas Naturais,Cuiabá,5214,PROVIDO,Mato Grosso,25,MT,6530284008,6536613326,ANTONIO XAVIER DE MATOS
06.379-2,063792,1965-06-01,Quilombo,78043409,,7º Ofício de Cuiabá,,cartorio7oficiocba@terra.com.br,Av Filinto Muller  nº 1200,,CUIABA,1,0,MT,15031693000157,6536215366,1092,Notas -> Registro de Imóveis,Cuiabá,5214,PROVIDO,Mato Grosso,25,MT,6536211613,6536211440,NIZETE ASVOLINSQUE
06.378-4,063784,1948-12-28,Jardim Kennedy,78065200,,Cartório Do 6º Oficio De Cuiabá,,atendimento@6oficio.com.br,"Avenida Tancredo Neves, nº 250",,CUIABA,1,0,MT,15037419000195,2147483647,1140,Notas -> Registro de Imóveis,Cuiabá,5214,PROVIDO,Mato Grosso,25,MT,6530515300,,JOANI MARIA DE ASSIS ASCKAR
06.406-3,064063,1877-08-11,centro,78104000,,Cartório de Paz e Notas de Nossa Senhora da Guia,Nossa Senhora da Guia,cartorionsguia@gmail.com,"Rua Vicente de Figueiredo, 430",,CUIABA,1,0,MT,15084320000144,,1689,Notas -> Registro Civil das Pessoas Naturais,Cuiabá,5214,VAGO,Mato Grosso,25,MT,6533534072,,EDUARDO DALLA COSTA
06.377-6,063776,1949-02-07,GOIABEIRAS,78032015,,Cartório do 5º Ofício de Cuiabá,,QUINTOOFICIOCUIABA@TERRA.COM.BR,AVENIDA ISAAC POVOAS Nº 1010,,CUIABA,1,0,MT,15037609000102,,2279,Notas -> Registro de Imóveis,Cuiabá,5214,PROVIDO,Mato Grosso,25,MT,6530467700,,MARIA HELENA RONDON LUZ
02.824-1,028241,1970-01-16,CENTRO,74030100,,REGISTRO DE IMÓVEIS DA 3ª CIRCUNSCRIÇÃO DE GOIANIA-GOIÁS,,registroimoveis3-goiania@hotmail.com,"AVENIDA ARAGUAIA, Nº 499",,GOIANIA,1,0,GO,02884419000189,6232248500,5770,Registro de Imóveis,Goiânia,5412,PROVIDO,Goiás,26,GO,6232244785,,MARIA ALICE COUTINHO SEIXO DE BRITTO BEZERRA
02.491-9,024919,1875-06-10,Setor Campinas,74515020,,2º REGISTRO CIVIL E TABELIONATO DE NOTAS,,administracao@cartorioantoniodoprado.com.br,"Rua Geraldo Ney, esquina com Avenida 24 de Outubro, nº 156, Edifício Antônio do Prado",,GOIANIA,1,0,GO,74160656000108,2147483647,5862,Notas -> Registro Civil das Pessoas Naturais,Goiânia,5412,PROVIDO,Goiás,26,GO,6232330055,,ANTÔNIO DO PRADO
02.738-3,027383,1970-06-02,Setor Oeste,74120040,,CARTÓRIO DO 6º TABELIONATO DE NOTAS,,cartorio6notas@gmail.com,"Rua K, nº 22",,GOIANIA,1,0,GO,02884369000130,6230926666,5964,Notas,Goiânia,5412,PROVIDO,Goiás,26,GO,6230932222,,WANDER BARBOSA DE FARIA
02.502-3,025023,1970-06-19,CENTRO,74015010,,4º REGISTRO CIVIL E TABELIONATO DE NOTAS DA COMARCA DE GOIÂNIA,,murillo@ftaveira.com.br,"Avenida Tocantins, 283",,GOIANIA,1,0,GO,26619734000147,6232121030,5979,Notas -> Registro Civil das Pessoas Naturais,Goiânia,5412,CONVERSÃO EM DILIGÊNCIA,Goiás,26,GO,6232121030,,FRANCISCO JOSÉ TAVEIRA
02.500-7,025007,1970-02-06,Centro,74023030,,"2º Tabelionato de Protesto e Registro de Pessoas Jurídicas, Títulos e Documentos",,sac@2prtd.com.br,"Rua 6, nº 225",,GOIANIA,1,0,GO,01068188000172,32238395,5985,Protesto de Títulos -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Goiânia,5412,PROVIDO,Goiás,26,GO,6232121500,,MARCONI DE FARIA CASTRO
02.775-5,027755,1970-06-01,SETOR CAMPINAS,74513040,,GOIÂNIA CARTÓRIO DO SÉTIMO OFÍCIO DE NOTAS,,tabelionato7@gmail.com.br,"AV. MATO GROSSO, ESQ RUA SANTA LUZIA N. 187",,GOIANIA,1,0,GO,20832915000170,6232933847,6072,Notas -> Registro de Contratos Marítimos,Goiânia,5412,PROVIDO,Goiás,26,GO,6232338373,,FERNANDO DIAS
02.484-4,024844,1970-06-12,Setor Oeste,74120010,,"1º  Protesto, Registro de Títulos e Documentos e Pessoas Jurídicas de Goiânia",,cartorio@1protestogoiania.com.br,"Rua 9, 1.111",,GOIANIA,1,0,GO,21469593000100,6232244209,6148,Protesto de Títulos -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Goiânia,5412,PROVIDO,Goiás,26,GO,6232244209,,NAURICAN LUDOVICO LACERDA
02.601-3,026013,1948-10-27,Jardim América,74255220,Edificio Inove Intelligent Place,Registro de Imóveis da 1ª Circunscrição de Goiânia,,suporte@1rigo.com.br,"Avenida T-9, esquina com Rua C-211, Qd. 523, Lt. 10/15, nº 2.322, Salas 05/07",,GOIANIA,1,0,GO,20832801000120,,6427,Registro de Imóveis,Goiânia,5412,PROVIDO,Goiás,26,GO,6239567600,6239567618,IGOR FRANCA GUEDES
02.492-7,024927,1875-06-10,Setor Campinas,74505010,,2º REGISTRO CIVIL E TABELIONATO DE NOTAS,,registrocivil@cartorioantoniodoprado.com.br,"Avenida 24 de Outubro, nº 928, Qd. 24, Lt. 05-A",,GOIANIA,0,0,GO,74160656000108,2147483647,6654,Notas -> Registro Civil das Pessoas Naturais,Goiânia,5412,INATIVA,Goiás,26,GO,6232330055,,
02.472-9,024729,1935-12-20,Setor Marista,74160010,,1. REGISTRO CIVIL E TABELIONATO DE NOTAS - CARTÓRIO SILVA -,,primeiroregistrocivil@hotmail.com,"Avenida 85, Lotes 25 e 26, Quadra 231",,GOIANIA,1,0,GO,20832726000106,,6656,Registro de Interdições e Tutelas -> Notas -> Registro Civil das Pessoas Naturais -> Registro de Contratos Marítimos,Goiânia,5412,PROVIDO,Goiás,26,GO,6239260300,6239280300,MATEUS DA SILVA
02.605-4,026054,1969-03-18,Jardim Goiás,74810030,,4 Registro de Imóveis de Goiânia,,atendimento@4registro.com.br,"Avenida E, 195",,GOIANIA,1,0,GO,20832843000161,,6705,Registro de Imóveis,Goiânia,5412,PROVIDO,Goiás,26,GO,6239950444,6239951111,RODRIGO ESPERANçA BORBA
02.695-5,026955,1952-01-02,Setor Sul,74085325,,5º TABELIONATO DE NOTAS DE GOIÂNIA,,tabeliao5oficio@gmail.com,"RUA 115, Nº 1498, Qd. F-41, Lts. 192/194",,GOIANIA,1,0,GO,02898112000137,2147483647,6706,Notas -> Registro de Contratos Marítimos,Goiânia,5412,PROVIDO,Goiás,26,GO,6232231814,,JOVENY SEBASTIAO CANDIDO DE OLIVEIRA
02.777-1,027771,1921-05-23,Setor Oeste,74120110,Quadra E9 Lote 52,Goiânia Segundo Tabelionato de Notas,Goiânia,segundotabnotas@gmail.com,"Rua João de Abreu, nº 157",Goiânia,GOIANIA,1,0,GO,02890481000183,6239463967,6844,Notas -> Registro de Contratos Marítimos,Goiânia,5412,PROVIDO,Goiás,26,GO,6232158998,6239463958,CLOTILDE SOUZA FRAUSINO PEREIRA
02.603-9,026039,1970-01-19,Setor Oeste,74120110,Quadra E9 Lote 54,Cartorio de Registro de Imoveis da 2ª circunscrição,,cri2mv@gmail.com,Rua João de Abreu nº 145,,GOIANIA,1,0,GO,00015768000139,6232141437,6858,Registro de Imóveis,Goiânia,5412,PROVIDO,Goiás,26,GO,6230952666,6291766890,MARIA BAIA PEIXOTO VALADãO
02.694-8,026948,1952-11-14,Setor Bueno,74230035,Qd. 121 Lt. 01,Cartório do 3º Tabelionato de Notas,,admterceironotas@gmail.com,Av: T-4  esq. c/ Rua: T-58,,GOIANIA,1,0,GO,02890457000144,,7025,Notas -> Registro de Contratos Marítimos,Goiânia,5412,PROVIDO,Goiás,26,GO,6232781338,,ANA MARIA FELIX DE SOUZA LONGO
02.481-0,024810,1892-03-07,jardim america,74000000,,1º TABELIONATO DE NOTAS DE GOIÂNIA,,teixneto@terra.com.br,avenida t-9 nr. 2310 edificio inove,,GOIANIA,1,0,GO,09388780000163,,7879,Notas -> Registro de Contratos Marítimos,Goiânia,5412,PROVIDO,Goiás,26,GO,6235263777,,JOÃO TEIXEIRA ALVARES
02.741-7,027417,1952-12-14,Setor Oeste,74120110,Edifício ATON,CARTÓRIO INDIO ARTIAGA - 4º TABELIONATO DE NOTAS,,cartorio@cartorioindioartiaga.com.br,"Rua 9, 1155, Praça do Sol, Esq. Rua João de Abreu",,GOIANIA,1,0,GO,02884484000104,6230969907,7943,Notas -> Registro de Contratos Marítimos,Goiânia,5412,PROVIDO,Goiás,26,GO,6230969999,6230969901,INDIO DO BRASIL ARTIAGA LIMA
02.776-3,027763,1970-06-01,Cidade Jardim,74425250,,8º OFÍCIO DE NOTAS DE GOIÂNIA,,cartorio8tb@hotmail.com,"Av. Abel Coimbra, Qd.87, Lt.11, nº 1028",,GOIANIA,1,0,GO,20832976000138,,8156,Notas,Goiânia,5412,PROVIDO,Goiás,26,GO,6232956371,6232956385,LUCAS FERNANDES VIEIRA
02.812-6,028126,1970-05-22,Centro,74023020,,3º REGISTRO CIVIL E TABELIONATO DE NOTAS,,cartorio@terceirocartoriogo.com.br,"Rua 7, 369",,GOIANIA,1,1,GO,20869406000112,,11453,Notas -> Registro Civil das Pessoas Naturais,Goiânia,5412,PROVIDO,Goiás,26,GO,6232293097,6232251847,RÔMULO FILIZZOLA NOGUEIRA
14.748-8,147488,2014-12-01,Centro,74697001,,Tabelionato de Notas Vila Rica,Vila Rica,cartoriodevilarica@gmail.com,Rua Manoel Quirino S/N Quadra 01,,GOIANIA,1,0,GO,21713145000100,,14874,Notas -> Registro de Contratos Marítimos -> Registro Civil das Pessoas Naturais -> Registro de Interdições e Tutelas,Goiânia,5412,VAGO,Goiás,26,GO,6232146087,6299712235,MARA ROCHA DA COSTA RASSI
02.107-1,021071,1991-12-05,ASA NORTE,70730523,,4º OFICIO DE NOTAS DO DISTRITO FEDERAL,,4oficiodenotas@gmail.com,SEP/N QUADRA 504 BLOCO C Nº  31 1º PAV. LOJAS 108/114,,BRASÍLIA,1,0,DF,06162854000150,61030382501,19,Notas,Brasília,5564,PROVIDO,Distrito Federal,27,DF,6133265234,,EVALDO FEITOSA DOS SANTOS
02.124-6,021246,1960-09-09,ASA SUL,70340906,,CARTORIO DO 2º OFÍCIO DE NOTAS E PROTESTO,,oficio2df@uol.com.br,SRTV/SUL Q. 701 BLOCO 01 LOJA 12  e 24 TÉRREO,,BRASÍLIA,1,0,DF,00618421000180,32234715,350,Notas -> Protesto de Títulos,Brasília,5564,PROVIDO,Distrito Federal,27,DF,6132252760,,GOIÂNIO BORGES TEIXEIRA
02.119-6,021196,1960-04-21,ASA SUL,70333090,,CARTORIO DE REGISTRO DE DISTRIBUICAO,,MCARTHUR.CART@UOL.COM.BR,SCS QUADRA 08 BLOCO B60 SALA 240 - ED. VENANCIO 2000,,BRASÍLIA,1,0,DF,00580654000131,2147483647,551,Registro de Distribuição,Brasília,5564,PROVIDO,Distrito Federal,27,DF,6132124000,,MC ARTHUR DI ANDRADE CAMARGO
02.123-8,021238,1960-04-14,ASA SUL,70333900,,CARTÓRIO MARCELO RIBAS,,cartoriomribas-df@terra.com.br,SCS Q 08 ED. VENÂNCIO 2000 BLOCO B-60 SALA 140/E,,BRASÍLIA,1,0,DF,00580738000175,6132238081,701,Registro Civil das Pessoas Naturais -> Registro de Interdições e Tutelas -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas -> Registro de Títulos e Documentos -> Registro Civil das Pessoas Jurídicas,Brasília,5564,PROVIDO,Distrito Federal,27,DF,6132244026,6132244477,MARCELO CAETANO RIBAS
02.126-1,021261,1967-07-19,Setor Comercial Sul,70333900,,CARTORIO DO 3º OFICIO DE NOTAS E PROTESTO DE TITULOS DE BRASILIA-DF,Distrito Federal,tabjcar@solar.com.br,"SCS, Quadra 08, bloco B-60, Loja 140-D, Ed. Venâncio 2000",,BRASÍLIA,1,0,DF,00618488000115,0,872,Notas -> Protesto de Títulos,Brasília,5564,PROVIDO,Distrito Federal,27,DF,6133212212,,JOSE CARVALHO FREITAS SOBRINHO
02.099-0,020990,1960-12-05,SETOR COMERCIAL SUL,70333900,,1º OFÍCIO DE REGISTRO DE IMÓVEIS DO DISTRITO FEDERAL,,primeiro@registrodeimoveisdf.com.br,SC/SUL QUADRA 08 BLOCO B-60 SALA 240-A,,BRASÍLIA,1,0,DF,00618462000177,2147483647,928,Registro de Imóveis,Brasília,5564,PROVIDO,Distrito Federal,27,DF,6121022100,,LUIZ GUSTAVO LEÃO RIBEIRO
02.102-2,021022,1967-07-19,ASA SUL,70333900,,2º OFÍCIO DE REGISTRO DE IMÓVEIS DO DF,,2regimov@solar.com.br,SCS - Q. 08 - BLOCO B-60 - SALA 140C,,BRASÍLIA,1,0,DF,00580647000130,6132249366,1232,Registro de Imóveis,Brasília,5564,PROVIDO,Distrito Federal,27,DF,6132243708,6132248708,LÉA EMÍLIA BRAUNE PORTUGAL
02.098-2,020982,1967-07-21,ASA NORTE,70719903,,1º OFÍCIO DE PROTESTO DE TÍTULOS DE BRASÍLIA,,tabelia@protestobrasilia.not.br,SRTVN 701 CONJ C SALAS 130 E 140,,BRASÍLIA,1,1,DF,00520825000137,6134249100,4300,Protesto de Títulos,Brasília,5564,PROVIDO,Distrito Federal,27,DF,6134249100,6199439100,IONARA PACHECO DE LACERDA GAIOSO
02.097-4,020974,1960-08-01,ASA SUL,70350530,,CARTÓRIO JK - 1º OFICIO DE NOTAS E PROTESTO DE BRASÍLA,BRASÍLIA,cartoriojk@cartoriojk.com.br,"SCR/SUL 505, BLOCO C, LOTES 1 A 3",,BRASÍLIA,1,0,DF,21320298000197,,4553,Notas -> Protesto de Títulos,Brasília,5564,CONVERSÃO EM DILIGÊNCIA,Distrito Federal,27,DF,6137991515,,MC ARTHUR DI ANDRADE CAMARGO
02.125-3,021253,1960-04-14,Asa Sul,70331515,,"Cartório do 2º Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas de Brasília/DF",,contatos@cartoriodebrasilia.com.br,CRS 504 Bloco A lojas 07/08,,BRASÍLIA,1,0,DF,00618611000106,2147483647,6868,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas -> Registro Civil das Pessoas Naturais,Brasília,5564,PROVIDO,Distrito Federal,27,DF,6132145900,,JESSé PEREIRA ALVES
02.116-2,021162,2001-05-16,Quadra 05,73031501,Loja 01,7º Ofício de Registro de Imóveis do Distrito Federal,,ricardo.santos@brturbo.com.br,"Quadra 05, Área Reservada 01, Ed. Mirante da Serra",,SOBRADINHO,1,0,DF,04364986000130,34875405,392,Registro de Imóveis,Brasília,5564,PROVIDO,Distrito Federal,27,DF,6134875405,6132536174,RICARDO RODRIGUES ALVES DOS SANTOS
02.100-6,021006,1967-07-28,SOBRADINHO,73010517,,"2º OFÍCIO DE NOTAS, REGISTRO CIVIL, TÍTULOS E DOCUMENTOS, PROTESTO DE TÍTULOS E PESSOAS JURIDICAS DO DF",,contato@cartoriosobradinho.com.br,"Quadra Central, Bloco 07, Loja 05, Ed. Sylvia, Sobradinho, Distrito Federal",,SOBRADINHO,1,0,DF,23416184000170,6132983309,848,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas -> Registro Civil das Pessoas Naturais -> Notas -> Protesto de Títulos -> Registro de Títulos e Documentos,Brasília,5564,PROVIDO,Distrito Federal,27,DF,6132983300,6132983303,GERALDO FELIPE DE SOUTO SILVA
02.096-6,020966,2001-07-01,Quadra 05,73030050,LOJA 02,11 Oficio de Notas e Protesto de Títulos do DF,,cart11oficio@gmail.com,"Quadra 05, Área Reservada n. 01, Ed. Mirante da Serra, Loja 02",,SOBRADINHO,1,0,DF,11360447000198,2147483647,1445,Notas -> Protesto de Títulos,Brasília,5564,VAGO,Distrito Federal,27,DF,6133876212,,MAGNO BRUM FRAGOSO
